"record_id","scientific_name","common_name","vitality","osgr_1km","latitude","longitude","country","start_date_year"
"4abb39f8-31b8-449d-99ee-bc3ba990487d","Lutra lutra","Eurasian Otter","dead","SS5710",50.88,-4.03,"United Kingdom",2018
"48231763-433a-47c8-b62a-13d7dcd65d33","Lutra lutra","Eurasian Otter","dead","NY4725",54.62,-2.82,"United Kingdom",2020
"4783bb09-20b5-4f9c-97ce-428a966e2cd9","Lutra lutra","Eurasian Otter","dead","NR8481",55.98,-5.45,"United Kingdom",2015
"4693c5bd-a160-46da-942e-2cdfdad15880","Lutra lutra","Eurasian Otter","dead","SD3739",53.85,-2.96,"United Kingdom",2017
"45c85857-af13-4192-8826-3b3ade70b5bb","Lutra lutra","Eurasian Otter","dead","NS7799",56.18,-3.98,"United Kingdom",2019
"440289d8-516a-4fec-b14f-0bb0523e21a8","Lutra lutra","Eurasian Otter","dead","NC8963",58.54,-3.89,"United Kingdom",2021
"3ce7c074-8df0-4266-8267-7f0b6a2a4178","Lutra lutra","Eurasian Otter","dead","SP1159",52.24,-1.84,"United Kingdom",2020
"3beaea4a-b7b8-4250-9dad-70f1b1be1c31","Lutra lutra","Eurasian Otter","dead","ST4386",51.58,-2.81,"United Kingdom",2017
"3b3903c4-89ae-44b1-915e-f5d1f537c976","Lutra lutra","Eurasian Otter","dead","TL9727",51.91,0.87,"United Kingdom",2019
"3b2e7878-aa26-4698-8d6e-f37c2e11d276","Lutra lutra","Eurasian Otter","dead","NY7005",54.44,-2.45,"United Kingdom",2015
"3af7228c-e062-4469-a032-785c3c7d06e7","Lutra lutra","Eurasian Otter","dead","TL2869",52.31,-0.12,"United Kingdom",2019
"39b5b6bb-3989-48ae-9d30-0a379cf96700","Lutra lutra","Eurasian Otter","dead","NY3024",54.61,-3.08,"United Kingdom",2014
"36c02a53-aabb-45e6-b15d-59d3e1365aaf","Lutra lutra","Eurasian Otter","dead","NJ0524",57.31,-3.57,"United Kingdom",2019
"33958deb-75d8-4e07-95ed-ced045fd8b39","Lutra lutra","Eurasian Otter","dead","NZ5107",54.46,-1.2,"United Kingdom",2016
"2f2e8870-1cc6-4827-a172-347b51b22aea","Lutra lutra","Eurasian Otter","dead","NH6452",57.54,-4.26,"United Kingdom",2017
"2efd3bfb-cd8e-48d9-a61a-4c383b7cbdd4","Lutra lutra","Eurasian Otter","dead","ST4738",51.14,-2.75,"United Kingdom",2015
"2eb6f7cd-b0a1-47c1-8c3f-138cd5ab5e12","Lutra lutra","Eurasian Otter","dead","SO3601",51.71,-2.92,"United Kingdom",2016
"2e4d3fe5-b49d-4f1c-9810-e62835f4a208","Lutra lutra","Eurasian Otter","dead","TM3763",52.21,1.48,"United Kingdom",2014
"2de742f2-f9f7-49aa-a41b-2ec55c0efad3","Lutra lutra","Eurasian Otter","dead","SJ4514",52.72,-2.81,"United Kingdom",2014
"2c5c9904-00e3-446d-9eef-6a730c57d194","Lutra lutra","Eurasian Otter","dead","NZ1162",54.96,-1.83,"United Kingdom",2016
"2b9bc840-67c0-4bbe-b91e-8c5bbb0cf346","Lutra lutra","Eurasian Otter","dead","SP0798",52.59,-1.9,"United Kingdom",2015
"2aa3876d-dbac-4b96-84fd-9cddcacf9086","Lutra lutra","Eurasian Otter","dead","SW8848",50.29,-4.97,"United Kingdom",2016
"2a7cd1c9-9dcd-4003-a625-e0c4710a38f0","Lutra lutra","Eurasian Otter","dead","NS4272",55.92,-4.52,"United Kingdom",2015
"2a12b477-7985-4c67-86c9-26accd8b5b5d","Lutra lutra","Eurasian Otter","dead","SY0784",50.66,-3.32,"United Kingdom",2015
"29421557-a671-467c-b57c-3dc11a455db6","Lutra lutra","Eurasian Otter","dead","SO1411",51.8,-3.24,"United Kingdom",2014
"2603d645-6722-4bea-957d-9f217b88637a","Lutra lutra","Eurasian Otter","dead","SD5173",54.16,-2.74,"United Kingdom",2016
"22e26fa6-8a9d-4ff3-a056-a713c9f686af","Lutra lutra","Eurasian Otter","dead","NG5157",57.54,-6.15,"United Kingdom",2015
"2045c63c-a7ef-4246-baa9-83c13b3596b0","Lutra lutra","Eurasian Otter","dead","SK5930",52.87,-1.12,"United Kingdom",2016
"1f7b8f10-29d2-4bb1-9219-67d7dd9e5c27","Lutra lutra","Eurasian Otter","dead","SU0194",51.65,-1.98,"United Kingdom",2016
"1f3c5c22-6c16-4bd8-b45a-b714609db516","Lutra lutra","Eurasian Otter","dead","SS7983",51.54,-3.74,"United Kingdom",2015
"1e750b9a-90f1-406c-8864-abe88b01fced","Lutra lutra","Eurasian Otter","dead","NY1767",55,-3.28,"United Kingdom",2014
"1db77c29-aa5e-4ef8-9553-ebd2e9651c02","Lutra lutra","Eurasian Otter","dead","ST1521",50.98,-3.21,"United Kingdom",2014
"1c459cf8-2f95-4efe-9eff-a61872726c33","Lutra lutra","Eurasian Otter","dead","TF0205",52.64,-0.49,"United Kingdom",2019
"178f51ed-6fc0-4021-8297-5b29d84d4c43","Lutra lutra","Eurasian Otter","dead","TL7113",51.79,0.49,"United Kingdom",2014
"12cbf190-be89-478f-b658-f9110b6d97b5","Lutra lutra","Eurasian Otter","dead","NT0703",55.31,-3.45,"United Kingdom",2019
"10e7cb7f-0be0-4030-b043-3c6581e86e11","Lutra lutra","Eurasian Otter","dead","TF1621",52.78,-0.28,"United Kingdom",2021
"0d10b792-e4db-4125-8031-6a572da21ca1","Lutra lutra","Eurasian Otter","dead","TL7246",52.09,0.51,"United Kingdom",2017
"0be502ce-a28e-46b1-a7ae-abbbd10acb1c","Lutra lutra","Eurasian Otter","dead","SN5649",52.12,-4.09,"United Kingdom",2017
"0a64243b-abe5-47f2-83de-ff30ff1519b3","Lutra lutra","Eurasian Otter","dead","SD4434",53.81,-2.85,"United Kingdom",2017
"0824a718-e4fe-44ec-b53a-d68337044792","Lutra lutra","Eurasian Otter","dead","NY5160",54.94,-2.76,"United Kingdom",2019
"073a8f34-4461-4d1a-9e0b-faaf3a5fd8b5","Lutra lutra","Eurasian Otter","dead","SH3274",53.24,-4.52,"United Kingdom",2016
"058dab8e-a20c-4054-bca3-b6eacf0c4180","Lutra lutra","Eurasian Otter","dead","NG7015",57.17,-5.8,"United Kingdom",2016
"042626f6-1b05-451d-b701-2d4077f6b326","Lutra lutra","Eurasian Otter","dead","TF2115",52.72,-0.21,"United Kingdom",2020
"00bf28d3-40d8-4a5e-8dfa-3162a67dda8a","Lutra lutra","Eurasian Otter","dead","SZ0497",50.78,-1.94,"United Kingdom",2019
"ff9aa82f-4937-4a1f-b86f-589b758c6f7a","Lutra lutra","Eurasian Otter","dead","SD4381",54.23,-2.87,"United Kingdom",2014
"fee0405a-89d6-4ea5-9743-50e612525d1f","Lutra lutra","Eurasian Otter","dead","SH3389",53.38,-4.5,"United Kingdom",2014
"fc37eff0-2278-4591-9f94-329d18bf6732","Lutra lutra","Eurasian Otter","dead","SK3361",53.15,-1.5,"United Kingdom",2015
"fa9a380b-9000-429b-ae4b-44ce5e6c1359","Lutra lutra","Eurasian Otter","dead","TL4352",52.15,0.1,"United Kingdom",2018
"f9ca7549-02e6-4676-9f26-49987f9082d2","Lutra lutra","Eurasian Otter","dead","SS9937",51.13,-3.44,"United Kingdom",2018
"f7755201-76b6-41ad-8c05-3c793220cdf4","Lutra lutra","Eurasian Otter","dead","SO3150",52.14,-3,"United Kingdom",2014
"f696ffbd-7916-4a55-a373-2b5b35308d49","Lutra lutra","Eurasian Otter","dead","NY4349",54.84,-2.89,"United Kingdom",2017
"f543c1fb-e978-414f-89fd-448bb160c65b","Lutra lutra","Eurasian Otter","dead","SS9908",50.87,-3.43,"United Kingdom",2015
"f382a5a7-9683-4715-8fcf-7e8f9df42378","Lutra lutra","Eurasian Otter","dead","SO1594",52.54,-3.24,"United Kingdom",2017
"f20d36e1-fed3-48c2-ba66-943320aec5f2","Lutra lutra","Eurasian Otter","dead","ST1541",51.17,-3.21,"United Kingdom",2017
"f161ed94-2187-4b13-bb98-6af4ec26ef28","Lutra lutra","Eurasian Otter","dead","SH7076",53.27,-3.94,"United Kingdom",2018
"eb7c964e-92f8-4f5a-aa3a-bde91c84e84d","Lutra lutra","Eurasian Otter","dead","TM3257",52.17,1.4,"United Kingdom",2015
"eac515dc-0100-469f-bff5-236115d7cd7c","Lutra lutra","Eurasian Otter","dead","SN4618",51.84,-4.23,"United Kingdom",2016
"e889ac7c-5876-4555-8b64-17c0a32b6ac4","Lutra lutra","Eurasian Otter","dead","ST3831",51.08,-2.87,"United Kingdom",2014
"e85e4b0b-af81-4ef9-9469-5a1674a3f43a","Lutra lutra","Eurasian Otter","dead","TM1054",52.15,1.07,"United Kingdom",2020
"e85bf8c5-497f-40c3-ba10-5e1381d2879b","Lutra lutra","Eurasian Otter","dead","SS7598",51.67,-3.8,"United Kingdom",2014
"e80df2a9-564c-4edc-bdd3-c35ade002b5c","Lutra lutra","Eurasian Otter","dead","NO4636",56.52,-2.87,"United Kingdom",2019
"e7fbee23-adc6-4690-a35f-c3e214ad0e1f","Lutra lutra","Eurasian Otter","dead","SU5731",51.08,-1.18,"United Kingdom",2020
"e3014f60-487e-4c7c-aee7-e71d142e3cd9","Lutra lutra","Eurasian Otter","dead","SU0010",50.89,-2,"United Kingdom",2014
"e2a3bd51-9dbc-4ed7-914b-ac85c9da63ca","Lutra lutra","Eurasian Otter","dead","TL3745",52.09,0.01,"United Kingdom",2017
"e0811274-bcd4-4802-9ebf-3e72d0069c09","Lutra lutra","Eurasian Otter","dead","NH7036",57.4,-4.16,"United Kingdom",2022
"df9fff10-1632-4d5e-af28-1885dca4907c","Lutra lutra","Eurasian Otter","dead","SP3152",52.17,-1.55,"United Kingdom",2017
"df9ce302-cdba-41ae-a411-fc25594bb642","Lutra lutra","Eurasian Otter","dead","SU9577",51.49,-0.62,"United Kingdom",2015
"df300e23-fce4-4362-bd8c-298eb4399742","Lutra lutra","Eurasian Otter","dead","SO7290",52.51,-2.41,"United Kingdom",2014
"de392e0a-c357-44ed-8bba-9b600fbdcefd","Lutra lutra","Eurasian Otter","dead","SJ5141",52.97,-2.72,"United Kingdom",2015
"de0a2201-8bf8-4251-ac94-b2e53c54b2bc","Lutra lutra","Eurasian Otter","dead","SX8393",50.73,-3.66,"United Kingdom",2015
"dd56d72f-6e23-4580-98bd-5d5b613af978","Lutra lutra","Eurasian Otter","dead","SH4389",53.38,-4.36,"United Kingdom",2017
"dacc944a-dbfb-4191-8ae0-2e594ea0f9b0","Lutra lutra","Eurasian Otter","dead","SN2142",52.05,-4.6,"United Kingdom",2016
"daabe09d-2283-4ee7-ac30-3701ff49ce0e","Lutra lutra","Eurasian Otter","dead","SH4167",53.18,-4.38,"United Kingdom",2014
"d8c639fe-bc3f-4117-a893-ae4505939392","Lutra lutra","Eurasian Otter","dead","SH8932",52.88,-3.65,"United Kingdom",2014
"d7aab99a-3eba-45a0-809d-9efc5fd6baf5","Lutra lutra","Eurasian Otter","dead","SS9680",51.51,-3.49,"United Kingdom",2021
"d7017ac1-9120-41c9-8d29-3a2dad056e16","Lutra lutra","Eurasian Otter","dead","SD5570",54.13,-2.69,"United Kingdom",2016
"d697f24a-5fa7-4f8f-8f6c-baee3289ff62","Lutra lutra","Eurasian Otter","dead","SO7919",51.87,-2.29,"United Kingdom",2014
"d68f81a5-60f1-4377-8a1b-c5e2369729e0","Lutra lutra","Eurasian Otter","dead","ST4416",50.95,-2.79,"United Kingdom",2016
"d60c4cab-fc88-42bc-96b8-b3f3c9d7a5db","Lutra lutra","Eurasian Otter","dead","SY0490",50.71,-3.35,"United Kingdom",2014
"d60b72bf-50b7-4401-aec0-0982b36cf6bd","Lutra lutra","Eurasian Otter","dead","TL9231",51.95,0.8,"United Kingdom",2018
"d57368e8-495d-475a-beb8-c95939ed7eeb","Lutra lutra","Eurasian Otter","dead","SU1512",50.91,-1.78,"United Kingdom",2016
"d36e95a8-5d8a-4899-b7ef-ff8a09b38f18","Lutra lutra","Eurasian Otter","dead","SS9326",51.03,-3.52,"United Kingdom",2017
"d1f1c607-6f72-4272-9f7a-620642f8a6c3","Lutra lutra","Eurasian Otter","dead","SO7039",52.05,-2.44,"United Kingdom",2016
"cff85ef1-67d9-43e3-8b19-056f1666012d","Lutra lutra","Eurasian Otter","dead","NS3816",55.42,-4.56,"United Kingdom",2015
"ced7ae2c-a541-4fac-a62f-07a27f6d09af","Lutra lutra","Eurasian Otter","dead","SN4104",51.72,-4.3,"United Kingdom",2015
"cec1e62d-9ebf-4450-8d9b-ac768a600a2e","Lutra lutra","Eurasian Otter","dead","SE8803",53.52,-0.67,"United Kingdom",2016
"ce7b27b7-30bb-4952-8b2b-9d33dbf24102","Lutra lutra","Eurasian Otter","dead","NY8577",55.09,-2.23,"United Kingdom",2014
"cc6414d4-d342-42a5-b325-ee0f0e6a8902","Lutra lutra","Eurasian Otter","dead","SH4389",53.38,-4.36,"United Kingdom",2017
"cbf67bfc-3bed-4ed2-b595-e7422eec6ca2","Lutra lutra","Eurasian Otter","dead","SP0246",52.12,-1.97,"United Kingdom",2015
"cbbaf77f-9c30-46dd-9d78-ef86fb46cae8","Lutra lutra","Eurasian Otter","dead","SJ6586",53.37,-2.51,"United Kingdom",2014
"c5e7c492-8fcc-49ac-95ea-5c08caa9c0af","Lutra lutra","Eurasian Otter","dead","SD4687",54.28,-2.82,"United Kingdom",2016
"c5d4b237-7d20-4637-a697-83704bb60f81","Lutra lutra","Eurasian Otter","dead","SO2658",52.22,-3.08,"United Kingdom",2015
"c5a1d021-660a-44e4-a26f-b3dd352dba4e","Lutra lutra","Eurasian Otter","dead","SP4561",52.25,-1.34,"United Kingdom",2016
"c3131a49-ce70-4dbf-9ca2-7af54e2a05ce","Lutra lutra","Eurasian Otter","dead","TL1861",52.24,-0.26,"United Kingdom",2018
"c0ea4e46-6ea6-49ea-a350-f61688f3e3fb","Lutra lutra","Eurasian Otter","dead","SS8886",51.57,-3.61,"United Kingdom",2015
"c024603e-d7e2-4bea-bf10-a789eca526ae","Lutra lutra","Eurasian Otter","dead","HU4439",60.14,-1.19,"United Kingdom",2022
"bff4e561-e836-45a9-9169-93caf62fd79e","Lutra lutra","Eurasian Otter","dead","TG1642",52.94,1.22,"United Kingdom",2014
"bfcb7a79-2971-4ea4-a639-947adcac07ae","Lutra lutra","Eurasian Otter","dead","NY9193",55.23,-2.13,"United Kingdom",2016
"bf5fcb88-bf85-4d61-a083-cf25a4c6a153","Lutra lutra","Eurasian Otter","dead","SN4102",51.7,-4.29,"United Kingdom",2015
"bde1a475-517b-4262-808e-2ce04065e79b","Lutra lutra","Eurasian Otter","dead","SX7565",50.48,-3.76,"United Kingdom",2016
"bd942bad-f838-4eb6-ae8b-006f19efcf21","Lutra lutra","Eurasian Otter","dead","TL9949",52.11,0.92,"United Kingdom",2016
"bd01c62b-8e1f-404e-986c-aac950a77c6b","Lutra lutra","Eurasian Otter","dead","ST3933",51.1,-2.87,"United Kingdom",2017
"bc6f15c1-7c68-46e1-8f71-92527ed809b3","Lutra lutra","Eurasian Otter","dead","NZ6707",54.46,-0.96,"United Kingdom",2023
"b8f18ac9-f737-437a-aedf-21c00860ca6a","Lutra lutra","Eurasian Otter","dead","SH5562",53.14,-4.16,"United Kingdom",2016
"b88e89c1-0fe5-4ba5-9d39-92266ccd3756","Lutra lutra","Eurasian Otter","dead","SK9805",52.63,-0.55,"United Kingdom",2017
"b7b47fc2-c18b-4bbc-8f48-129b6b8919ff","Lutra lutra","Eurasian Otter","dead","SS2405",50.82,-4.5,"United Kingdom",2016
"b6d78438-4d04-4884-81c9-d4dd5ca5a8f8","Lutra lutra","Eurasian Otter","dead","SO8012",51.81,-2.29,"United Kingdom",2017
"b4ba1983-9732-411e-8228-dba5886282a3","Lutra lutra","Eurasian Otter","dead","NY5440",54.76,-2.7,"United Kingdom",2016
"b4a2f5ed-d419-40c3-9694-952888050e57","Lutra lutra","Eurasian Otter","dead","TL9721",51.85,0.86,"United Kingdom",2014
"af4aea85-1ece-463d-a87f-4546140833ce","Lutra lutra","Eurasian Otter","dead","SJ2860",53.13,-3.07,"United Kingdom",2014
"ae4490eb-cbb8-404d-a91f-3bc795c290b7","Lutra lutra","Eurasian Otter","dead","TL0357",52.21,-0.49,"United Kingdom",2018
"ada86316-7740-43e1-889e-5814af6563e9","Lutra lutra","Eurasian Otter","dead","ST6524",51.02,-2.49,"United Kingdom",2014
"ab7ee129-a19f-4f8f-be54-f53846e4a37c","Lutra lutra","Eurasian Otter","dead","SO8580",52.42,-2.21,"United Kingdom",2016
"aac1e288-65b0-47c5-bf3a-67dc0bdb4ec2","Lutra lutra","Eurasian Otter","dead","SP6419",51.87,-1.07,"United Kingdom",2016
"aa6034b0-49b6-4f85-8e56-8a1bee68cbb5","Lutra lutra","Eurasian Otter","dead","ST6340",51.16,-2.52,"United Kingdom",2016
"aa4d654e-ce7d-46d5-a9eb-75f84c99afaa","Lutra lutra","Eurasian Otter","dead","SP5365",52.29,-1.21,"United Kingdom",2016
"aa1e70b6-bbda-47fb-bcc4-c5e8437142b3","Lutra lutra","Eurasian Otter","dead","SJ8382",53.34,-2.26,"United Kingdom",2017
"a9ab9252-ea1b-499b-a802-ed2120c36747","Lutra lutra","Eurasian Otter","dead","NN4025",56.39,-4.59,"United Kingdom",2016
"a915dc59-ba44-4202-a345-93160da65f81","Lutra lutra","Eurasian Otter","dead","SS2209",50.86,-4.52,"United Kingdom",2017
"a8dc1c9b-4dea-4bec-8e06-43be937c406f","Lutra lutra","Eurasian Otter","dead","SD4482",54.24,-2.86,"United Kingdom",2017
"a7c1b030-ccc7-48ed-8f68-2bdc996a4ef7","Lutra lutra","Eurasian Otter","dead","SU4511",50.9,-1.36,"United Kingdom",2015
"a5c1f84d-ad7b-43b4-baac-d4ea3be01b06","Lutra lutra","Eurasian Otter","dead","NO2038",56.53,-3.29,"United Kingdom",2018
"a5774394-a5a2-456f-a045-59a1e30686db","Lutra lutra","Eurasian Otter","dead","TL9522",51.86,0.84,"United Kingdom",2014
"a56b74c9-ec71-4b76-9060-18269141c019","Lutra lutra","Eurasian Otter","dead","TG0413",52.68,1.02,"United Kingdom",2019
"a5230076-3e67-49f6-a511-4dc00cb051a9","Lutra lutra","Eurasian Otter","dead","TL8921",51.86,0.75,"United Kingdom",2016
"a2925f0e-3ec1-4699-9286-49a107d53b97","Lutra lutra","Eurasian Otter","dead","SY1888",50.69,-3.15,"United Kingdom",2016
"9f179f8e-d4f7-424d-a866-17d41132b9be","Lutra lutra","Eurasian Otter","dead","SD5335",53.81,-2.71,"United Kingdom",2014
"9ba032c4-c2c5-491b-adaf-7f93a9471a69","Lutra lutra","Eurasian Otter","dead","H9484",54.7,-6.53,"United Kingdom",2016
"9ab2afb2-3ab0-4707-a813-55c6b5fbd67a","Lutra lutra","Eurasian Otter","dead","SD5973",54.16,-2.63,"United Kingdom",2018
"99fe3768-337d-4dd4-b638-e90a9242149a","Lutra lutra","Eurasian Otter","dead","SD5237",53.83,-2.72,"United Kingdom",2014
"997a2367-6620-4f91-9c50-43dedec13b5d","Lutra lutra","Eurasian Otter","dead","TM0719",51.83,1.02,"United Kingdom",2017
"9975dabc-7e1d-4b41-b131-854e6a48a7c7","Lutra lutra","Eurasian Otter","dead","TM0129",51.92,0.94,"United Kingdom",2014
"9655753e-ccd8-4b63-a172-094979b526cf","Lutra lutra","Eurasian Otter","dead","SO8836",52.03,-2.16,"United Kingdom",2016
"9399b2ce-bb2d-40bf-b559-9e736cfcafda","Lutra lutra","Eurasian Otter","dead","SD4482",54.24,-2.86,"United Kingdom",2017
"937e6bd7-a8b7-4c3b-a776-77203186d945","Lutra lutra","Eurasian Otter","dead","TL8683",52.42,0.74,"United Kingdom",2014
"908d6dec-8291-465a-a18a-80bd2807f09e","Lutra lutra","Eurasian Otter","dead","ST4738",51.15,-2.75,"United Kingdom",2018
"8f7cb4f5-799f-4c4e-ba27-4b85e300f9ac","Lutra lutra","Eurasian Otter","dead","NM5427",56.37,-5.97,"United Kingdom",2015
"8f22996c-912d-4b2d-8a43-56468300d8f5","Lutra lutra","Eurasian Otter","dead","NO0832",56.47,-3.49,"United Kingdom",2018
"8c2f1771-096f-4ad6-ab64-31ee35e8542f","Lutra lutra","Eurasian Otter","dead","ST4245",51.2,-2.82,"United Kingdom",2016
"8b9df356-47db-43ad-bccb-3453f0b14e77","Lutra lutra","Eurasian Otter","dead","TL7621",51.86,0.57,"United Kingdom",2020
"885260cb-3e3d-4e98-8566-8062c50c28cb","Lutra lutra","Eurasian Otter","dead","SS7799",51.68,-3.77,"United Kingdom",2015
"861df548-825d-4f65-ab94-e45b008f7e4d","Lutra lutra","Eurasian Otter","dead","ST6893",51.64,-2.45,"United Kingdom",2017
"85b5fc0c-80a9-44b4-b759-dd011c1b92b7","Lutra lutra","Eurasian Otter","dead","SP1563",52.27,-1.77,"United Kingdom",2016
"855a553d-acee-46dd-819a-4d1c18ffa56f","Lutra lutra","Eurasian Otter","dead","SD4381",54.23,-2.87,"United Kingdom",2014
"8374f577-b4d8-440a-8da5-3d64bf98776b","Lutra lutra","Eurasian Otter","dead","SH3686",53.35,-4.46,"United Kingdom",2014
"80a36376-b35d-47e3-8e33-ca10a51b463e","Lutra lutra","Eurasian Otter","dead","TL8583",52.42,0.72,"United Kingdom",2020
"7e783fcd-c358-41ed-95b7-98a474f99279","Lutra lutra","Eurasian Otter","dead","NO7056",56.7,-2.48,"United Kingdom",2023
"7e0d59ac-ea5e-4e30-a350-a6f4585cb5cb","Lutra lutra","Eurasian Otter","dead","NZ4415",54.54,-1.32,"United Kingdom",2016
"7d0e9a0a-1ff5-46a0-adda-6c3695a2c46e","Lutra lutra","Eurasian Otter","dead","SP3052",52.17,-1.55,"United Kingdom",2017
"7c39b864-8d87-479d-822a-d0199e5d35c2","Lutra lutra","Eurasian Otter","dead","TL5776",52.36,0.31,"United Kingdom",2018
"7b381f2e-c268-46c4-9069-252c6223de95","Lutra lutra","Eurasian Otter","dead","TL5581",52.41,0.28,"United Kingdom",2018
"7b060cd6-9a60-4494-804e-6193b1236374","Lutra lutra","Eurasian Otter","dead","SH8553",53.07,-3.72,"United Kingdom",2018
"7a263a2a-1861-4a2c-addf-713d8a48d527","Lutra lutra","Eurasian Otter","dead","SS9908",50.87,-3.43,"United Kingdom",2015
"77353f50-252f-4712-a378-cd2002069f1d","Lutra lutra","Eurasian Otter","dead","SO4342",52.07,-2.83,"United Kingdom",2017
"70de6a3a-0fd8-47c3-aae2-8d8e1c450e6b","Lutra lutra","Eurasian Otter","dead","ST4416",50.95,-2.79,"United Kingdom",2015
"7087690e-778c-41cf-86a2-930b250ac4d0","Lutra lutra","Eurasian Otter","dead","SN6800",51.69,-3.91,"United Kingdom",2018
"6a747164-3778-49fe-af67-0ef3e8dbcbdf","Lutra lutra","Eurasian Otter","dead","SH4638",52.92,-4.29,"United Kingdom",2014
"6971fbf8-f28c-4389-a889-adf0cf208a37","Lutra lutra","Eurasian Otter","dead","NJ8501",57.1,-2.24,"United Kingdom",2023
"65a50465-6891-4f9f-abae-6f3b73237f2f","Lutra lutra","Eurasian Otter","dead","TG4808",52.62,1.67,"United Kingdom",2017
"65573ed0-8c50-4ad9-a956-4e5771fb43d4","Lutra lutra","Eurasian Otter","dead","SO9819",51.88,-2.03,"United Kingdom",2017
"646fbd0c-aed0-4390-b309-b571d4c1a161","Lutra lutra","Eurasian Otter","dead","SU4729",51.07,-1.32,"United Kingdom",2016
"6401114d-3a81-47af-8742-ef19d6ca3e12","Lutra lutra","Eurasian Otter","dead","ST7548",51.23,-2.35,"United Kingdom",2015
"63927b38-cc71-42ce-94e4-3fd3ceda2cd6","Lutra lutra","Eurasian Otter","dead","ST6870",51.43,-2.45,"United Kingdom",2015
"6325af46-1da4-40d3-85e2-f0c5c9c9f933","Lutra lutra","Eurasian Otter","dead","ST3254",51.28,-2.97,"United Kingdom",2018
"62ab5256-94d9-4cba-afce-07c64a889c6c","Lutra lutra","Eurasian Otter","dead","ST4975",51.48,-2.73,"United Kingdom",2016
"5775823e-471d-41e6-880a-ca1c98fde1f4","Lutra lutra","Eurasian Otter","dead","SP0744",52.1,-1.9,"United Kingdom",2014
"5532468f-51e2-44bc-80ad-ee93a5cfff96","Lutra lutra","Eurasian Otter","dead","SO2912",51.81,-3.03,"United Kingdom",2018
"5454ae9f-745b-41c3-a11a-4df2b76b53c0","Lutra lutra","Eurasian Otter","dead","TL9949",52.11,0.92,"United Kingdom",2016
"535877ba-2a80-4cc0-9cc9-70c149d56322","Lutra lutra","Eurasian Otter","dead","NO6039",56.55,-2.65,"United Kingdom",2014
"50fc11ba-de55-4ba8-a4de-f54b4c39cabf","Lutra lutra","Eurasian Otter","dead","TL0357",52.21,-0.49,"United Kingdom",2018
"4f7a7b35-d654-4b15-a1f2-a6ac579f40d0","Lutra lutra","Eurasian Otter","dead","ST5672",51.45,-2.63,"United Kingdom",2014
"4c08aa6d-84ff-4ebe-8860-440237b5c9e6","Lutra lutra","Eurasian Otter","dead","ST2439",51.15,-3.08,"United Kingdom",2017
"4b3c60b5-4965-4d86-a75f-98b26c0fcf11","Lutra lutra","Eurasian Otter","dead","SD5671",54.13,-2.66,"United Kingdom",2016
"4ae6f0f1-20a8-4995-9837-2adaebea34e6","Lutra lutra","Eurasian Otter","dead","SD5184",54.25,-2.74,"United Kingdom",2017
"49ac884d-3b29-4986-afba-916a07d538b3","Lutra lutra","Eurasian Otter","dead","TL8662",52.22,0.73,"United Kingdom",2015
"478a33e6-edd2-451f-84e2-0cd219a411bd","Lutra lutra","Eurasian Otter","dead","ST8992",51.63,-2.15,"United Kingdom",2016
"477e8989-b21f-4e3b-af5f-b9ddd1dea560","Lutra lutra","Eurasian Otter","dead","NJ2356",57.59,-3.28,"United Kingdom",2016
"472e79e1-226d-4484-8204-b1498d3aa78e","Lutra lutra","Eurasian Otter","dead","SP9113",51.82,-0.67,"United Kingdom",2018
"44437c81-fbf1-4134-a66d-e9eff7209dfd","Lutra lutra","Eurasian Otter","dead","NO3011",56.29,-3.13,"United Kingdom",2016
"43d88af3-2d90-499a-a939-d1ce3cbdcf76","Lutra lutra","Eurasian Otter","dead","NO3533",56.49,-3.05,"United Kingdom",2018
"43b7f74c-5216-48db-a814-6b40679ed78d","Lutra lutra","Eurasian Otter","dead","SH3028",52.83,-4.51,"United Kingdom",2017
"431df63c-478a-4802-95ea-86eaa220f5fb","Lutra lutra","Eurasian Otter","dead","SH5468",53.2,-4.19,"United Kingdom",2015
"42242508-3886-4ae1-a2cf-2e11d30a01e1","Lutra lutra","Eurasian Otter","dead","SO4759",52.23,-2.78,"United Kingdom",2015
"407e986f-1b08-4725-8149-66fa8130f516","Lutra lutra","Eurasian Otter","dead","SH4638",52.92,-4.29,"United Kingdom",2014
"3ec0b679-9aa0-4d29-b938-4702fb58d5e3","Lutra lutra","Eurasian Otter","dead","SO0361",52.24,-3.42,"United Kingdom",2014
"3ad2f7d6-073e-4873-9be8-231e686acfce","Lutra lutra","Eurasian Otter","dead","TM0819",51.83,1.02,"United Kingdom",2019
"3a2f59e0-e024-40d0-a8d1-552f14a802e0","Lutra lutra","Eurasian Otter","dead","TM1315",51.8,1.09,"United Kingdom",2018
"393bc8aa-d46b-4ff9-b02d-2fec0a35da57","Lutra lutra","Eurasian Otter","dead","ST3044",51.2,-2.99,"United Kingdom",2016
"38e66cd9-f63b-4851-b2bd-787f02d8752b","Lutra lutra","Eurasian Otter","dead","TM2950",52.1,1.34,"United Kingdom",2016
"351ad91a-da23-4eb1-8329-edc0b67808d9","Lutra lutra","Eurasian Otter","dead","SX3060",50.42,-4.39,"United Kingdom",2016
