"NBN Atlas record ID","Occurrence ID","Licence","Rightsholder","Scientific name","Taxon author","Name qualifier","Common name","Species ID (TVK)","Taxon Rank","Occurrence status","Start date","Start date day","Start date month","Start date year","End date","End date day","End date month","End date year","Locality","OSGR","Latitude (WGS84)","Longitude (WGS84)","Coordinate uncertainty (m)","Verbatim depth","Recorder","Determiner","Individual count","Abundance","Abundance scale","Organism scope","Organism remarks","Sex","Life stage","Occurrence remarks","Identification verification status","Basis of record","Survey key","Dataset name","Dataset ID","Data provider","Data provider ID","Institution code","Kingdom","Phylum","Class","Order","Family","Genus","OSGR 100km","OSGR 10km","OSGR 2km","OSGR 1km","Country","State/Province","Vitality"
"ad32c894-b6ec-4809-ad7d-e114efa7256b","39067","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2017-07-05","05","07","2017","","","","","","TF3901","52.59","0.06","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","TF","TF30","TF30V","TF3901","United Kingdom","England","dead"
"abd6e3a3-8415-47a6-b931-9fd50acd8f9e","38436","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2014-07-30","30","07","2014","","","","","","SH5072","53.22","-4.25","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SH","SH57","SH57B","SH5072","United Kingdom","Wales","dead"
"a524ccd0-09e8-4b96-96d6-7c304a54c193","65029","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2019-07-07","07","07","2019","","","","","","ST3237","51.13","-2.97","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","ST","ST33","ST33I","ST3237","United Kingdom","England","dead"
"a4f542aa-a15c-4435-89a4-f9ab491a4873","84433","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2021-07-05","05","07","2021","","","","","","J5058","54.46","-5.68","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","J","J55","J55E","J5058","United Kingdom","Northern Ireland","dead"
"a4b1b3e0-cdaa-47a8-bc75-9a016cd56edc","88074","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2021-07-26","26","07","2021","","","","","","NG5527","57.27","-6.06","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","NG","NG52","NG52N","NG5527","United Kingdom","Scotland","dead"
"a45faa0e-c7c2-4449-b02e-10eeb906101d","39069","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2017-07-17","17","07","2017","","","","","","TF7512","52.68","0.6","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","TF","TF71","TF71L","TF7512","United Kingdom","England","dead"
"a130bba6-0d23-470d-b120-8692c8ae2429","38637","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2015-07-07","07","07","2015","","","","","","SD9844","53.9","-2.03","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SD","SD94","SD94X","SD9844","United Kingdom","England","dead"
"9f6b54ad-fdce-4ea3-8bfe-c112bed321f5","38425","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2014-07-10","10","07","2014","","","","","","SX4872","50.54","-4.14","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SX","SX47","SX47W","SX4872","United Kingdom","England","dead"
"9e3b7108-1336-4816-b25b-f17e67d43925","92694","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2022-07-06","06","07","2022","","","","","","ST1688","51.59","-3.21","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","ST","ST18","ST18U","ST1688","United Kingdom","Wales","dead"
"98c929e5-73ab-483d-847a-0019e9da2014","53352","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2018-07-02","02","07","2018","","","","","","SP7257","52.21","-0.94","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SP","SP75","SP75I","SP7257","United Kingdom","England","dead"
"945ad47b-6b15-420c-884b-d31f475ce973","29707","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2017-07-03","03","07","2017","","","","","","TA0842","53.87","-0.35","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","TA","TA04","TA04W","TA0842","United Kingdom","England","dead"
"93c1cb7c-6730-4579-929c-23b768bfb2a2","38869","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2016-07-28","28","07","2016","","","","","","NZ3145","54.8","-1.52","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","NZ","NZ34","NZ34C","NZ3145","United Kingdom","England","dead"
"8d52725a-5893-427a-ae1a-090ed6cfe91f","38639","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2015-07-12","12","07","2015","","","","","","SD4785","54.26","-2.81","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SD","SD48","SD48S","SD4785","United Kingdom","England","dead"
"8ad31ca6-094d-4547-a54a-d8fc95c5c983","38424","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2014-07-10","10","07","2014","","","","","","SX4872","50.54","-4.14","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SX","SX47","SX47W","SX4872","United Kingdom","England","dead"
"80463c8d-89b5-48ab-b5f4-db9662c69408","38643","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2015-07-26","26","07","2015","","","","","","SN1643","52.06","-4.68","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SN","SN14","SN14R","SN1643","United Kingdom","Wales","dead"
"799be64d-93ed-4768-9d67-4b81e5679884","87980","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2015-07-22","22","07","2015","","","","","","NS5356","55.78","-4.34","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","NS","NS55","NS55I","NS5356","United Kingdom","Scotland","dead"
"74280f66-2683-4d6e-bf65-564f06635110","38870","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2016-07-28","28","07","2016","","","","","","ST9042","51.19","-2.14","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","ST","ST94","ST94B","ST9042","United Kingdom","England","dead"
"7284f676-7980-4611-80f3-cffa5ac0a9f7","38636","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2015-07-02","02","07","2015","","","","","","SO8142","52.08","-2.28","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SO","SO84","SO84B","SO8142","United Kingdom","England","dead"
"6bfac754-1d41-4833-a337-42b7ab5a6c23","38642","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2015-07-21","21","07","2015","","","","","","SK4621","52.78","-1.31","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SK","SK42","SK42Q","SK4621","United Kingdom","England","dead"
"69dfc7a9-e6b2-4a09-89f0-7800bb818d9d","38435","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2014-07-28","28","07","2014","","","","","","SU1300","50.81","-1.81","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SU","SU10","SU10F","SU1300","United Kingdom","England","dead"
"68a1fa69-e2cc-46f1-8d6a-7948581e95d3","38423","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2014-07-10","10","07","2014","","","","","","SU5795","51.66","-1.17","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SU","SU59","SU59S","SU5795","United Kingdom","England","dead"
"60915b4a-1578-4e5c-9da1-4483f8c44e02","84669","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2021-07-18","18","07","2021","","","","","","SN3232","51.97","-4.44","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SN","SN33","SN33G","SN3232","United Kingdom","Wales","dead"
"5932dcab-2a2f-459a-9fa6-fb6cf89f53b2","21885","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2016-07-30","30","07","2016","","","","","","SN6693","52.53","-3.96","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SN","SN69","SN69R","SN6693","United Kingdom","Wales","dead"
"56dedf18-f935-43cd-9e2f-0b3e72f667f8","77974","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2020-07-28","28","07","2020","","","","","","TG4111","52.65","1.57","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","TG","TG41","TG41A","TG4111","United Kingdom","England","dead"
"560e055e-3e4e-45f2-98d1-af175159bf9b","38426","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2014-07-14","14","07","2014","","","","","","SS4327","51.03","-4.23","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SS","SS42","SS42I","SS4327","United Kingdom","England","dead"
"548ec92e-1bff-447c-a706-a88e98326de3","53353","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2018-07-10","10","07","2018","","","","","","NN6700","56.17","-4.14","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","NN","NN60","NN60Q","NN6700","United Kingdom","Scotland","dead"
"4f03aa0c-11a4-4100-bbb5-542e1cea464d","38640","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2015-07-13","13","07","2015","","","","","","SO3872","52.35","-2.9","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SO","SO37","SO37W","SO3872","United Kingdom","England","dead"
"4eb52db5-77c1-4e62-8730-9b251d107075","37705","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2017-07-20","20","07","2017","","","","","","SD5071","54.13","-2.75","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SD","SD57","SD57A","SD5071","United Kingdom","England","dead"
"4cd45619-e2ad-4966-ba53-a6c869bc29bb","38647","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2015-07-29","29","07","2015","","","","","","SU5196","51.67","-1.26","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SU","SU59","SU59D","SU5196","United Kingdom","England","dead"
"4b72150d-2390-4027-ab29-1aabfe334cbb","38638","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2015-07-08","08","07","2015","","","","","","SK4532","52.89","-1.33","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SK","SK43","SK43L","SK4532","United Kingdom","England","dead"
"43a09199-ca75-4412-8759-83a7f62fbb44","88072","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2021-07-31","31","07","2021","","","","","","NG5163","57.59","-6.16","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","NG","NG56","NG56B","NG5163","United Kingdom","Scotland","dead"
"3ef27a16-03ba-4a26-8767-a3b9b16d3c2c","38438","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2014-07-04","04","07","2014","","","","","","NM7137","56.47","-5.7","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","NM","NM73","NM73D","NM7137","United Kingdom","Scotland","dead"
"3e95f6bf-52f8-4d0c-9672-92c4e5b5f5c8","21833","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2016-07-28","28","07","2016","","","","","","NZ3145","54.8","-1.51","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","NZ","NZ34","NZ34C","NZ3145","United Kingdom","England","dead"
"3d3f2980-f74b-4b5b-a9fd-1217a54d8621","38422","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2014-07-06","06","07","2014","","","","","","ST3018","50.96","-2.99","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","ST","ST31","ST31E","ST3018","United Kingdom","England","dead"
"3ab93a4c-5dc5-42b6-afb2-b65b94fec17e","88077","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2021-07-01","01","07","2021","","","","","","NX7968","55.0","-3.88","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","NX","NX76","NX76Z","NX7968","United Kingdom","Scotland","dead"
"3943617f-f10d-48dc-b0fa-67a16e587087","38867","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2016-07-26","26","07","2016","","","","","","SK2727","52.85","-1.59","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SK","SK22","SK22T","SK2727","United Kingdom","England","dead"
"36f74b3b-3cf2-4a3c-8c9e-a31b30563ada","38430","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2014-07-17","17","07","2014","","","","","","SU5732","51.09","-1.18","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SU","SU53","SU53R","SU5732","United Kingdom","England","dead"
"35122054-22b3-4e2d-b56a-24162023ab1c","21884","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2016-07-30","30","07","2016","","","","","","SN2616","51.82","-4.52","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SN","SN21","SN21T","SN2616","United Kingdom","Wales","dead"
"33ea7491-a84a-4b25-9ebc-69902faa2321","88071","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2021-07-31","31","07","2021","","","","","","NG8127","57.28","-5.63","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","NG","NG82","NG82D","NG8127","United Kingdom","Scotland","dead"
"2b609807-4cd3-4388-8571-c6156ff91be1","38644","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2015-07-27","27","07","2015","","","","","","SS6121","50.98","-3.98","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SS","SS62","SS62A","SS6121","United Kingdom","England","dead"
"28cf9009-a532-4c3a-b639-25db1364c388","38866","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2016-07-24","24","07","2016","","","","","","TL0649","52.13","-0.44","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","TL","TL04","TL04U","TL0649","United Kingdom","England","dead"
"20674497-6fdf-4cad-8503-5a1835af278d","77807","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2020-07-20","20","07","2020","","","","","","TF3703","52.61","0.02","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","TF","TF30","TF30R","TF3703","United Kingdom","England","dead"
"1f64f5b5-8f64-494f-aaaf-e00e9e1eaab7","37713","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2017-07-28","28","07","2017","","","","","","NY7515","54.54","-2.38","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","NY","NY71","NY71M","NY7515","United Kingdom","England","dead"
"1c83c3d3-75ad-45c6-a349-6f72d7db5f8a","38428","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2014-07-16","16","07","2014","","","","","","ST2224","51.02","-3.11","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","ST","ST22","ST22H","ST2224","United Kingdom","England","dead"
"17690a57-3fda-4851-95a3-4ef551312105","38648","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2015-07-29","29","07","2015","","","","","","ST2489","51.6","-3.09","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","ST","ST28","ST28P","ST2489","United Kingdom","Wales","dead"
"11d8796c-35b9-4bdd-8328-8b89bf9cdbd4","8888","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2014-07-02","02","07","2014","","","","","","NY4355","54.89","-2.89","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","NY","NY45","NY45H","NY4355","United Kingdom","England","dead"
"118ec247-b64b-474d-a3d2-e2683a3b381d","88073","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2021-07-29","29","07","2021","","","","","","NN8921","56.37","-3.79","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","NN","NN82","NN82V","NN8921","United Kingdom","Scotland","dead"
"0d008442-46f0-46d6-8c20-53b90a401b8b","96917","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2023-07-13","13","07","2023","","","","","","SS7698","51.68","-3.79","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SS","SS79","SS79U","SS7698","United Kingdom","Wales","dead"
"0b6f7487-4c96-4231-80c9-70e14c676331","38645","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2015-07-28","28","07","2015","","","","","","SJ3032","52.89","-3.04","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SJ","SJ33","SJ33B","SJ3032","United Kingdom","England","dead"
"08d453a0-88a5-4042-a4e8-6fc1201be9da","65028","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2019-07-14","14","07","2019","","","","","","SP0583","52.45","-1.93","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","SP","SP08","SP08L","SP0583","United Kingdom","England","dead"
"05fcd1d8-ced1-4391-9506-a2f7d328b94f","65024","CC-BY-NC","The Road Lab","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter","NBNSYS0000005133","species","present","2019-07-05","05","07","2019","","","","","","NY4055","54.89","-2.93","707.1","","The Road Lab","","","","","","","","","Found dead","Accepted - considered correct","HumanObservation","","UK Roadkill Records","dr1628","The Road Lab UK","dp205","","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","NY","NY45","NY45C","NY4055","United Kingdom","England","dead"
